"","face_name_align","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair"
"63","193946","Middle Eastern","Black","Male","20-29","[7.7733495e-03 9.6711367e-02 3.2098550e-01 1.7544012e-04 1.8335260e-03
 9.4681896e-02 4.7783890e-01]","[0.00884917 0.92623895 0.01116021 0.05375167]","[9.9999869e-01 1.2976398e-06]","[3.7542356e-06 1.9870706e-04 2.0170519e-02 7.1150881e-01 2.5647208e-01
 1.1504938e-02 1.3720852e-04 3.9170895e-06 6.2343446e-08]"
"64","184477","Middle Eastern","White","Male","20-29","[1.4479394e-01 2.2727558e-03 1.8803345e-01 3.7682606e-05 1.2097851e-04
 1.4465085e-03 6.6329461e-01]","[0.94403404 0.00962619 0.0028692  0.04347052]","[1.0000000e+00 1.7955571e-08]","[5.1987644e-07 2.6325979e-05 9.8922197e-03 8.3083361e-01 1.5566891e-01
 3.5508757e-03 2.7025450e-05 4.1400565e-07 3.2262601e-09]"
"65","794412","White","White","Male","20-29","[6.9277680e-01 7.0239643e-05 8.0914021e-02 8.1380090e-04 1.1719223e-03
 3.7208683e-04 2.2388113e-01]","[0.98474896 0.00166922 0.00581916 0.0077626 ]","[9.9999136e-01 8.5822703e-06]","[1.47445746e-07 4.90645425e-06 1.18080415e-02 6.28859162e-01
 2.99380690e-01 5.66260591e-02 3.24041606e-03 7.94168227e-05
 1.15893681e-06]"
"66","146631","White","White","Male","30-39","[6.2055373e-01 4.8131328e-03 5.0462775e-02 5.8295474e-05 1.9443169e-04
 1.8680299e-03 3.2204962e-01]","[8.1941140e-01 1.7881304e-01 7.7351404e-04 1.0020819e-03]","[9.9999964e-01 3.7601970e-07]","[2.5150224e-05 1.2050275e-03 7.8641539e-03 3.7906033e-01 5.6519383e-01
 4.6144906e-02 4.9292680e-04 1.3413216e-05 2.7088129e-07]"
"67","840451","White","White","Female","20-29","[0.57826304 0.04389058 0.08195955 0.12204432 0.05120422 0.02775919
 0.09487913]","[0.9608743  0.01277251 0.0215144  0.0048388 ]","[0.450976 0.549024]","[0.01913395 0.07613381 0.08543026 0.47371566 0.26399893 0.06421774
 0.01199824 0.00393055 0.00144079]"
"68","1103032","Black","Black","Male","20-29","[1.0398051e-07 9.9986660e-01 8.8136503e-06 1.7684355e-06 8.2781422e-05
 3.9847171e-05 1.6983057e-07]","[8.1328534e-07 9.9993378e-01 5.1170231e-05 1.4200605e-05]","[0.85165447 0.14834553]","[3.5173496e-08 6.3839420e-06 1.5892249e-02 6.7960882e-01 2.8047889e-01
 2.3209933e-02 7.8694551e-04 1.5672043e-05 1.0719733e-06]"
"69","1462778","Black","Black","Male","20-29","[4.4826234e-06 9.6803164e-01 1.3395245e-04 2.0356370e-07 8.8897559e-06
 3.1815812e-02 5.0080980e-06]","[3.042898e-06 9.907325e-01 5.465173e-06 9.258944e-03]","[0.99082017 0.00917984]","[8.7399442e-08 6.8959249e-05 3.1587821e-02 6.1198896e-01 3.4744561e-01
 8.7973047e-03 1.1062876e-04 6.3703447e-07 1.2284782e-08]"
"70","215956","Black","Black","Male","30-39","[5.69251461e-06 9.99849975e-01 1.19959717e-04 1.41406336e-08
 3.48233783e-07 1.73778753e-05 6.67700897e-06]","[4.0263162e-06 9.9992573e-01 3.9711240e-06 6.6300934e-05]","[1.0000000e+00 1.4124183e-08]","[5.2331870e-07 1.1431794e-05 4.4451180e-04 1.7031249e-01 5.9687579e-01
 2.2300996e-01 9.2213964e-03 1.2135130e-04 2.6204245e-06]"
"71","143803","Black","Black","Male","20-29","[7.9558830e-04 9.0499282e-01 7.4135020e-02 1.7728547e-05 6.0012261e-04
 1.5456259e-03 1.7913036e-02]","[6.2704763e-05 9.9979687e-01 4.5696372e-05 9.4666415e-05]","[9.9999863e-01 1.3345826e-06]","[1.1004479e-07 2.5912507e-06 3.2028765e-03 5.6500649e-01 4.1268533e-01
 1.8883798e-02 2.1493444e-04 3.7619634e-06 8.2604259e-08]"
"72","171885","White","White","Male","20-29","[9.9762052e-01 6.7818382e-07 2.2121520e-04 2.2096349e-06 3.9488018e-06
 1.3966476e-06 2.1500597e-03]","[9.9999750e-01 5.7431623e-07 1.3373217e-06 5.7913297e-07]","[9.9999642e-01 3.5886096e-06]","[1.2442290e-07 5.9562870e-05 5.1639456e-02 8.9548832e-01 5.1924903e-02
 8.8009576e-04 7.4137088e-06 1.6512494e-07 4.4637374e-09]"
"73","864757","Black","Black","Male","30-39","[1.5842170e-05 9.9984044e-01 9.1984686e-05 3.7407787e-08 5.4089929e-07
 4.6500769e-05 4.7053391e-06]","[3.8280564e-06 9.9997574e-01 4.7035278e-06 1.5763955e-05]","[9.9997509e-01 2.4898362e-05]","[1.9938061e-07 2.1587841e-06 1.6492342e-04 7.1208932e-02 6.6855812e-01
 2.5445342e-01 5.5680238e-03 4.3603271e-05 6.8063321e-07]"
"74","226974","Middle Eastern","White","Male","20-29","[2.3363483e-01 8.7419531e-04 7.0650436e-02 2.4338511e-05 1.0856553e-04
 1.3027648e-03 6.9340485e-01]","[9.9910271e-01 1.5470607e-04 1.5134455e-04 5.9129595e-04]","[9.999995e-01 5.376806e-07]","[3.4034582e-07 7.4906766e-06 3.5371096e-03 6.1903375e-01 3.6332241e-01
 1.4002894e-02 9.4554664e-05 1.4471341e-06 2.0318664e-08]"
"75","309156","Black","Black","Male","20-29","[1.1202401e-06 9.9996889e-01 1.5174829e-05 2.1405842e-08 3.8288812e-07
 1.1350084e-05 3.1294492e-06]","[7.3905164e-07 9.9999523e-01 5.0571202e-07 3.4967156e-06]","[9.9999893e-01 1.0576853e-06]","[7.5795413e-08 1.6567488e-05 1.0312998e-02 7.6997840e-01 2.1314007e-01
 6.5219421e-03 2.9541730e-05 3.1747354e-07 1.4199873e-08]"
"76","834308","White","White","Male","20-29","[9.9848634e-01 6.0202410e-07 2.3939261e-04 1.5613150e-06 2.0282700e-06
 3.4530692e-06 1.2666885e-03]","[9.9994987e-01 2.2500092e-06 2.1789090e-05 2.6130112e-05]","[9.9999952e-01 4.7104658e-07]","[9.7069268e-09 8.5256210e-07 7.4782030e-04 8.2480854e-01 1.7375845e-01
 6.8365922e-04 6.4524863e-07 5.1453735e-09 1.0933720e-10]"
"77","175949","Middle Eastern","Indian","Male","20-29","[4.7178637e-02 5.2131200e-04 2.0195436e-01 1.9172355e-04 7.0647377e-04
 4.5566604e-02 7.0388085e-01]","[0.33152926 0.00974579 0.00304497 0.65567994]","[9.9997288e-01 2.7119671e-05]","[2.2263987e-06 2.0532504e-04 1.1702710e-02 8.1707543e-01 1.6823000e-01
 2.7761576e-03 7.9773608e-06 2.1331996e-07 5.1780549e-09]"
"78","325061","Middle Eastern","White","Male","20-29","[2.2047612e-01 1.3244216e-03 1.8259218e-01 1.1630336e-04 4.6103352e-04
 1.0427852e-02 5.8460218e-01]","[0.95011735 0.01197043 0.00596888 0.03194332]","[9.99894559e-01 1.05434236e-04]","[3.7924532e-05 7.3914253e-04 9.5982412e-03 5.9236020e-01 3.7889934e-01
 1.8094866e-02 2.6081162e-04 9.2902001e-06 1.8704701e-07]"
"79","926995","White","White","Male","20-29","[9.9883908e-01 3.7238945e-06 5.6199200e-04 3.5428977e-05 7.8344092e-05
 9.5532750e-06 4.7180252e-04]","[9.905688e-01 6.042732e-04 8.072608e-03 7.543611e-04]","[1.000000e+00 6.525784e-09]","[1.0382773e-08 4.4695826e-05 2.0788594e-01 7.7765656e-01 1.4273130e-02
 1.3916880e-04 5.0005031e-07 7.4686808e-09 8.3547030e-11]"
"80","1000219","Black","Black","Male","20-29","[1.8977728e-07 9.9998617e-01 8.8767310e-06 6.7217294e-09 2.8721189e-07
 4.1295602e-06 3.1728453e-07]","[3.1697259e-06 9.9999356e-01 1.3023478e-06 1.9588026e-06]","[1.0000000e+00 4.2191054e-08]","[1.1012411e-08 7.3502520e-07 1.5642719e-03 5.9182900e-01 3.8655457e-01
 1.9886749e-02 1.6331309e-04 1.3791112e-06 4.0380378e-08]"
"81","963299","White","White","Male","20-29","[9.9984723e-01 2.2654458e-08 7.2388148e-06 5.2627802e-06 1.6529921e-06
 1.3134485e-07 1.3849398e-04]","[9.9996871e-01 3.1389172e-07 2.7162961e-05 3.8096960e-06]","[9.9999881e-01 1.1480402e-06]","[2.5673623e-06 2.7468198e-03 4.7804910e-01 5.0282115e-01 1.5780604e-02
 5.9399649e-04 5.5811292e-06 1.1948563e-07 2.8164047e-09]"
"82","158621","Middle Eastern","Indian","Male","30-39","[4.00175937e-02 1.47358095e-02 3.09620887e-01 8.46147159e-05
 6.95584051e-04 7.04573616e-02 5.64388156e-01]","[0.34185535 0.21120586 0.05589091 0.39104792]","[9.9999958e-01 4.1974303e-07]","[3.0894957e-06 4.6790039e-05 1.2207000e-03 3.1832457e-01 6.2655461e-01
 5.3374652e-02 4.6963739e-04 5.9022659e-06 6.2119398e-08]"
"83","940371","Black","Black","Male","20-29","[2.7386935e-07 9.9999255e-01 4.1866342e-06 3.2010600e-08 7.8191243e-07
 1.6095871e-06 6.3072912e-07]","[1.2996512e-07 9.9999928e-01 4.0265340e-07 1.9509953e-07]","[9.998113e-01 1.886834e-04]","[3.0331021e-06 8.5440924e-04 7.3497452e-02 7.2862267e-01 1.8365999e-01
 1.3149816e-02 1.9952976e-04 1.1719704e-05 1.4364956e-06]"
"84","1392805","Middle Eastern","White","Male","30-39","[2.5985776e-02 5.5280037e-04 5.7426229e-02 1.4359490e-06 1.7915372e-05
 6.5187737e-02 8.5082805e-01]","[5.9472775e-01 7.4530826e-03 2.7497413e-04 3.9754415e-01]","[9.9999523e-01 4.7678195e-06]","[2.3071529e-07 1.0154673e-05 8.6573500e-04 3.1298167e-01 6.4842206e-01
 3.7494633e-02 2.2404184e-04 1.4785259e-06 1.8929487e-08]"
"85","227620","Latino_Hispanic","White","Male","20-29","[1.11715846e-01 1.20542524e-02 5.58705866e-01 1.70982414e-04
 1.01747829e-03 1.63235255e-02 3.00012052e-01]","[0.8049617  0.09199051 0.0347194  0.0683284 ]","[9.999993e-01 7.638959e-07]","[4.2535867e-06 7.3182164e-05 8.1726667e-03 7.0945203e-01 2.7056238e-01
 1.1517786e-02 2.0945538e-04 8.0680838e-06 1.0775541e-07]"
"86","1000501","Latino_Hispanic","Indian","Male","20-29","[0.02988706 0.01365172 0.61474526 0.0006337  0.00514456 0.11006916
 0.22586858]","[0.10553078 0.09609406 0.07410327 0.7242719 ]","[9.9999511e-01 4.8491374e-06]","[1.88789033e-06 1.18998396e-04 5.07750595e-03 5.94296217e-01
 3.86291474e-01 1.41596347e-02 5.32841004e-05 1.01247792e-06
 1.64285421e-08]"
"87","1131011","White","White","Male","10-19","[9.8636705e-01 3.6558005e-04 1.1310330e-02 7.1545903e-05 1.2945161e-04
 2.6297286e-05 1.7297287e-03]","[9.9776012e-01 1.8327825e-03 1.9258058e-04 2.1453036e-04]","[9.9990076e-01 9.9241704e-05]","[1.5839190e-08 4.3405125e-05 4.9814105e-01 4.9793413e-01 3.8317391e-03
 4.9082657e-05 5.6246438e-07 2.3585116e-08 8.3292406e-10]"
"88","121180","Black","Black","Male","20-29","[3.0108060e-07 9.9999267e-01 3.9678280e-06 3.6270069e-09 4.9307936e-08
 2.4268936e-06 6.0820940e-07]","[1.7218051e-06 9.9996674e-01 7.1491900e-06 2.4337063e-05]","[9.999980e-01 2.021588e-06]","[1.8874439e-07 2.7687292e-05 6.7294389e-03 7.1398574e-01 2.6448235e-01
 1.4679777e-02 9.3634764e-05 1.0753342e-06 7.5847737e-08]"
"89","587402","Black","Black","Male","40-49","[4.0583544e-07 9.9998862e-01 5.5250275e-06 1.3526383e-08 1.2575192e-07
 4.1761650e-06 1.2130232e-06]","[1.9693402e-06 9.9996895e-01 6.3177763e-06 2.2822873e-05]","[9.9999821e-01 1.7940797e-06]","[2.2274114e-06 1.8412828e-05 3.7319900e-04 4.3463811e-02 3.1029579e-01
 5.4621881e-01 9.3294479e-02 5.7913843e-03 5.4174312e-04]"
"90","1426577","Black","Black","Male","10-19","[0.00321105 0.3672301  0.30771822 0.00055536 0.01474227 0.06312884
 0.24341415]","[0.00094717 0.79493076 0.00481525 0.19930685]","[9.9976313e-01 2.3691100e-04]","[7.4686488e-07 1.5628722e-03 5.4456615e-01 4.3936738e-01 1.4276707e-02
 2.2502970e-04 1.0413609e-06 5.4672164e-08 1.0200679e-09]"
"91","1803247","Black","Black","Male","30-39","[8.4218082e-06 9.8893344e-01 1.8849406e-04 2.4347476e-06 4.2551197e-05
 1.0795192e-02 2.9459681e-05]","[1.9478638e-04 9.4858074e-01 2.7042907e-03 4.8520211e-02]","[0.9927649  0.00723518]","[5.3461675e-09 4.0957553e-07 8.0198114e-04 3.3915213e-01 5.8095634e-01
 7.6496065e-02 2.5591734e-03 3.2797449e-05 1.1923597e-06]"
"92","1001456","Latino_Hispanic","Black","Male","20-29","[0.03740831 0.133483   0.44151145 0.06965791 0.31213272 0.00408974
 0.00171692]","[0.00934148 0.86068684 0.123333   0.00663868]","[9.9903107e-01 9.6891978e-04]","[1.6262083e-08 5.6989716e-06 5.5727351e-02 8.2898927e-01 1.1471766e-01
 5.5858662e-04 1.4683585e-06 2.7053154e-08 5.0216342e-10]"
"93","1012650","Black","Black","Male","20-29","[9.2512244e-07 9.9998039e-01 5.1386555e-06 5.9732336e-08 1.0710328e-06
 1.1511054e-05 9.2802901e-07]","[9.1001345e-07 9.9999356e-01 3.0601782e-06 2.4173080e-06]","[9.9970162e-01 2.9836956e-04]","[1.1622343e-04 1.2469189e-01 3.9041066e-01 4.1804633e-01 6.3404031e-02
 3.2402307e-03 8.4803141e-05 5.0123208e-06 9.0229224e-07]"
"94","1394394","White","White","Male","20-29","[7.9764140e-01 3.1854718e-03 1.1866864e-01 2.1580180e-04 6.0993229e-04
 1.1503882e-03 7.8528412e-02]","[0.96877754 0.00482303 0.01708473 0.00931464]","[9.9999458e-01 5.3776535e-06]","[4.86994800e-08 1.63974364e-05 1.21920057e-01 8.47998321e-01
 2.96896175e-02 3.73334507e-04 2.10991084e-06 1.00119735e-07
 1.63177194e-09]"
"95","328109","Middle Eastern","White","Male","30-39","[1.9818404e-01 7.2504662e-04 2.8062761e-01 4.7067410e-04 1.4756238e-03
 9.5423190e-03 5.0897461e-01]","[0.98447484 0.00199981 0.00517901 0.00834634]","[9.9999958e-01 3.8333783e-07]","[4.1268831e-05 1.0101721e-03 9.5134573e-03 4.2435357e-01 5.1187027e-01
 5.2459538e-02 7.3565927e-04 1.5934764e-05 1.2996964e-07]"
"96","1459394","Middle Eastern","White","Male","20-29","[8.0647528e-02 5.6761567e-04 3.9375972e-02 4.0730950e-04 1.5511273e-03
 1.4529048e-02 8.6292142e-01]","[0.9470383  0.00966372 0.00697176 0.03632623]","[1.000000e+00 2.798114e-08]","[8.2456620e-07 2.1105782e-04 6.8282858e-02 7.7771360e-01 1.4901322e-01
 4.7408780e-03 3.5562520e-05 1.9934637e-06 2.0244331e-08]"
"97","893030","Black","Black","Male","20-29","[7.2447125e-07 9.9998808e-01 6.8529589e-06 8.7379046e-09 1.8213251e-07
 2.7496255e-06 1.3426376e-06]","[8.3856627e-08 9.9999779e-01 1.7702873e-06 3.8434018e-07]","[9.9999923e-01 7.9434716e-07]","[1.22649794e-07 1.12171045e-04 2.47823708e-02 8.05536687e-01
 1.64232776e-01 5.30818943e-03 2.73139940e-05 4.12533836e-07
 2.17685336e-08]"
"98","1169436","Black","Black","Male","30-39","[8.4853899e-03 7.6809192e-01 6.1527625e-02 5.8324332e-07 9.0402527e-06
 4.7455885e-02 1.1442951e-01]","[1.3043127e-03 9.8915124e-01 8.8858440e-05 9.4555374e-03]","[9.9996561e-01 3.4376582e-05]","[2.5059373e-07 4.8022944e-06 8.2395144e-04 1.8672317e-01 7.2203004e-01
 8.7300926e-02 3.0705375e-03 4.5882589e-05 4.8976023e-07]"
"99","1388324","Black","Black","Male","20-29","[1.0302356e-06 9.9761546e-01 9.5981333e-05 4.3373339e-07 2.3942881e-05
 2.2588505e-03 4.3443383e-06]","[1.0833866e-05 9.9105197e-01 5.3557247e-04 8.4014693e-03]","[9.9999094e-01 9.0178910e-06]","[3.69810778e-08 1.10068824e-04 1.03401557e-01 8.41037989e-01
 5.48401885e-02 6.07881055e-04 2.22566791e-06 4.53455655e-08
 1.20694754e-09]"
"100","144976","Middle Eastern","White","Male","30-39","[3.3157557e-01 1.4289854e-02 1.9068833e-01 2.3089937e-05 1.3198418e-04
 4.8723086e-03 4.5841885e-01]","[0.8954723  0.0247198  0.00140663 0.07840127]","[9.9999893e-01 1.0890994e-06]","[1.7455242e-05 6.8827343e-05 1.0862467e-03 1.1399701e-01 6.3428700e-01
 2.4069512e-01 9.6275937e-03 2.1837965e-04 2.3680889e-06]"
"101","1006673","Black","Black","Male","20-29","[2.1009504e-05 9.9868697e-01 8.2947500e-04 1.1083960e-06 2.8107337e-05
 4.0205813e-04 3.1385269e-05]","[1.6940461e-05 9.9951643e-01 1.5135176e-05 4.5146880e-04]","[9.996437e-01 3.563332e-04]","[1.0940572e-07 7.2625357e-05 6.8564683e-02 8.4403723e-01 8.5090362e-02
 2.2070571e-03 2.7428516e-05 5.6993719e-07 2.1957357e-08]"
"102","184419","White","White","Male","20-29","[9.9923307e-01 1.8692066e-06 9.0885937e-05 2.9406166e-07 1.1310364e-06
 2.7664537e-06 6.7007862e-04]","[9.9952567e-01 3.1959653e-04 2.0233270e-05 1.3454370e-04]","[9.9999863e-01 1.4118184e-06]","[3.1677466e-08 3.5625631e-06 1.0922125e-03 7.1501565e-01 2.7976474e-01
 4.1126250e-03 1.1057745e-05 6.0709375e-08 1.4540399e-09]"
"103","1461490","Black","Black","Male","20-29","[0.01700584 0.5207575  0.41442445 0.00088898 0.00649481 0.01244894
 0.02797949]","[0.06016503 0.8415833  0.03857252 0.05967909]","[0.992592   0.00740804]","[1.7647987e-07 2.0303986e-04 3.0113924e-01 6.6477048e-01 3.3570893e-02
 3.1349729e-04 2.6115115e-06 1.2847181e-07 3.5752838e-09]"
"104","1157829","Black","Black","Male","20-29","[2.5784067e-05 9.2090726e-01 1.6882197e-03 1.9015007e-06 1.4001990e-04
 7.7167824e-02 6.8950503e-05]","[4.4265329e-05 6.6271228e-01 1.1593032e-04 3.3712757e-01]","[0.83838606 0.16161393]","[2.4012264e-08 2.6986057e-05 5.9921399e-02 8.6265677e-01 7.5685561e-02
 1.6946519e-03 1.4277569e-05 2.7714717e-07 7.7691524e-09]"
"105","156344","White","White","Male","30-39","[9.9974054e-01 1.2716702e-05 9.6482443e-05 2.4911790e-07 1.3528493e-06
 2.6442335e-06 1.4598462e-04]","[9.9152708e-01 7.9066353e-03 1.9300160e-04 3.7331387e-04]","[1.000000e+00 2.620628e-08]","[2.8245327e-07 2.4624233e-06 3.4008434e-04 1.0895131e-01 6.1210179e-01
 2.5416803e-01 2.4122158e-02 3.0979241e-04 4.0880682e-06]"
"106","187729","Middle Eastern","Indian","Male","30-39","[4.3554574e-02 4.3239840e-03 2.2356410e-01 1.9129890e-05 2.4619981e-04
 3.6566257e-02 6.9172573e-01]","[0.12566355 0.05869469 0.00311111 0.81253064]","[9.9999607e-01 3.9411839e-06]","[4.1286890e-07 2.8954935e-06 5.1931414e-04 3.3509046e-01 6.1205107e-01
 5.1479071e-02 8.4067095e-04 1.5877036e-05 2.4321548e-07]"
"107","878283","Latino_Hispanic","Black","Male","20-29","[0.01876275 0.06671925 0.7671941  0.00826997 0.07693253 0.04778765
 0.01433373]","[0.01210328 0.8981217  0.05561889 0.03415612]","[9.999919e-01 8.138878e-06]","[1.0934494e-07 7.5554010e-05 1.6613372e-01 8.1367999e-01 1.9901829e-02
 2.0760583e-04 1.1300014e-06 3.8214168e-08 6.4952621e-10]"
"108","156566","Latino_Hispanic","Black","Male","30-39","[9.3621053e-02 6.4337783e-02 3.9219296e-01 1.2216591e-05 1.7562001e-04
 1.7187999e-01 2.7778032e-01]","[0.12403373 0.6736456  0.00118854 0.2011321 ]","[9.9999988e-01 9.5417036e-08]","[2.2880816e-07 3.6024551e-06 1.7718547e-04 1.3993540e-01 7.9247081e-01
 6.7116581e-02 2.9443926e-04 1.7415816e-06 1.3903649e-08]"
"109","789201","White","White","Male","30-39","[9.6883070e-01 4.2954423e-05 1.2912554e-02 5.4304987e-06 1.6740018e-05
 1.2354302e-04 1.8067935e-02]","[9.9950153e-01 5.2469655e-05 3.0931678e-05 4.1503966e-04]","[9.9999940e-01 6.1921645e-07]","[4.5863388e-08 5.1198890e-07 7.3658710e-04 3.8566199e-01 5.5745447e-01
 5.5455737e-02 6.8387174e-04 6.8013087e-06 4.5534954e-08]"
"110","48716","Latino_Hispanic","Black","Male","20-29","[4.5762055e-02 9.6899197e-02 7.2416037e-01 2.4490870e-04 4.3432014e-03
 5.3028990e-02 7.5561255e-02]","[0.01001999 0.88041955 0.00270076 0.10685974]","[9.9997401e-01 2.6006192e-05]","[3.3811336e-06 6.6029308e-05 8.1020705e-03 5.4977435e-01 4.1532630e-01
 2.6218705e-02 4.9362471e-04 1.5222832e-05 2.7754194e-07]"
"111","339447","Latino_Hispanic","Black","Male","30-39","[6.0568102e-02 3.3267010e-02 8.6091268e-01 1.0546833e-04 6.4283819e-04
 1.8389778e-02 2.6114216e-02]","[0.21274664 0.7363601  0.00135211 0.04954115]","[1.0000000e+00 2.6943095e-08]","[1.8384231e-06 2.2027880e-05 3.9935182e-03 2.2940205e-01 5.6615192e-01
 1.9043253e-01 9.9039515e-03 9.1568982e-05 6.2206061e-07]"
"112","78352","Latino_Hispanic","Black","Male","30-39","[1.0583967e-01 1.3478647e-01 5.5093938e-01 2.1790943e-04 6.1111769e-04
 2.6327189e-02 1.8127832e-01]","[0.44417024 0.46938434 0.00347265 0.08297276]","[9.9999613e-01 3.8867834e-06]","[2.9663917e-05 7.0167160e-05 2.6097326e-03 2.4294046e-01 5.6184679e-01
 1.7910291e-01 1.3217915e-02 1.7967152e-04 2.7461151e-06]"
"113","175243","White","White","Male","30-39","[9.4727194e-01 8.4081612e-06 1.0961550e-03 8.4126286e-06 2.1352478e-05
 1.6593558e-05 5.1577110e-02]","[9.9955368e-01 1.7166944e-04 1.3791407e-04 1.3673528e-04]","[9.999994e-01 5.682385e-07]","[1.3876817e-07 8.1992357e-06 4.9406860e-04 2.9306197e-01 6.8184060e-01
 2.4527149e-02 6.7501474e-05 3.3341689e-07 6.7149202e-09]"
"114","386608","Latino_Hispanic","White","Male","30-39","[3.0915761e-01 1.9542228e-03 3.9541137e-01 1.4076543e-04 6.4843718e-04
 1.2173228e-01 1.7095537e-01]","[0.83210003 0.01129017 0.00223563 0.15437417]","[9.9999988e-01 1.1334998e-07]","[2.9401522e-07 4.2619963e-06 3.2888341e-04 1.6933951e-01 7.2307193e-01
 1.0548108e-01 1.7675747e-03 6.3636203e-06 6.6090514e-08]"
"115","795533","Black","Black","Male","30-39","[4.9672312e-06 9.9987423e-01 7.4688513e-05 1.1370568e-07 7.8185263e-07
 1.6037460e-05 2.9209461e-05]","[3.2063683e-06 9.9995464e-01 1.6620392e-05 2.5529493e-05]","[9.9991685e-01 8.3215527e-05]","[8.0556783e-06 1.0535507e-04 2.5509195e-03 1.4446799e-01 5.3510487e-01
 2.9713011e-01 2.0146035e-02 4.6071739e-04 2.5994512e-05]"
"116","238612","Black","Black","Male","30-39","[2.4163660e-07 9.9999648e-01 2.0464090e-06 6.4171862e-10 1.1465931e-08
 1.1011966e-06 1.7567200e-07]","[1.0879085e-06 9.9999309e-01 2.3949756e-06 3.4282691e-06]","[1.0000000e+00 1.1390638e-08]","[9.2656638e-09 5.9847508e-08 1.7436902e-05 6.3333616e-02 6.3678956e-01
 2.9170090e-01 8.1048142e-03 5.2541222e-05 1.0985706e-06]"
"117","803761","Black","Black","Male","20-29","[4.3232372e-05 9.9933839e-01 4.7160347e-04 1.4003358e-07 3.7680186e-06
 4.2163279e-05 1.0060197e-04]","[2.5653185e-06 9.9999332e-01 1.2355382e-06 2.8425532e-06]","[9.9999934e-01 5.9916431e-07]","[6.4105001e-09 2.3224361e-06 8.3876345e-03 8.7562943e-01 1.1504270e-01
 9.3531917e-04 2.5487820e-06 3.0898377e-08 9.0172164e-10]"
"118","839112","Black","Black","Male","30-39","[3.0316095e-04 9.8542064e-01 9.4809541e-03 6.0447508e-07 1.2284874e-05
 1.9227924e-03 2.8596667e-03]","[2.6412567e-04 9.9661654e-01 4.6184978e-05 3.0732204e-03]","[9.9999684e-01 3.1707368e-06]","[1.5071833e-05 2.5898530e-04 3.6884865e-03 3.0770767e-01 6.0796958e-01
 7.8985907e-02 1.3495579e-03 2.4188466e-05 4.2531644e-07]"
"119","1174292","White","White","Male","10-19","[8.2875520e-01 3.3583266e-05 2.2606697e-02 1.9710582e-04 4.3102648e-04
 2.7404596e-05 1.4794892e-01]","[9.9955434e-01 5.1481347e-05 3.0363089e-04 9.0490408e-05]","[9.9918425e-01 8.1576622e-04]","[5.8954278e-08 1.1022190e-04 5.2923048e-01 4.6156827e-01 8.9647975e-03
 1.2561695e-04 5.3617345e-07 1.5160317e-08 4.3945883e-10]"
"120","1049527","Black","Black","Male","20-29","[1.2846880e-07 9.9999672e-01 9.3169098e-07 2.9988541e-09 3.5534836e-08
 2.1174005e-06 8.1624570e-08]","[2.05788027e-07 9.99999106e-01 1.05783634e-07 6.32399463e-07]","[9.998828e-01 1.171731e-04]","[1.8086295e-07 9.2095346e-05 1.7208219e-02 6.7413390e-01 2.8404000e-01
 2.4076955e-02 4.4359910e-04 4.8025713e-06 3.0186879e-07]"
"121","1516018","Black","Black","Male","10-19","[1.9678773e-06 9.9915570e-01 4.4264627e-05 1.8353359e-06 2.6089909e-05
 7.6694827e-04 3.2084233e-06]","[2.8313417e-07 9.9999207e-01 1.7946088e-06 5.8214732e-06]","[9.9910295e-01 8.9703267e-04]","[6.8115929e-07 1.0467209e-02 8.6264265e-01 1.2245246e-01 4.2055650e-03
 2.2899164e-04 2.3977034e-06 8.0001691e-08 3.7423642e-09]"
"122","1859931","Black","Black","Male","20-29","[7.0883904e-04 9.2592645e-01 1.7816301e-02 2.5908172e-03 3.3421960e-02
 1.9062536e-02 4.7308006e-04]","[0.00732038 0.9003079  0.08508325 0.00728849]","[9.9905151e-01 9.4845495e-04]","[3.9521251e-07 3.5359457e-04 2.2021766e-01 7.6644987e-01 1.2863019e-02
 1.1469312e-04 6.6285736e-07 6.0120215e-08 8.3265466e-09]"
