"","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair","ID","black","Skin3"
"10219","White","White","Male","30-39","[9.9994653e-01 9.4412246e-07 2.5212199e-05 4.5849433e-07 1.6640432e-06
 1.1400991e-06 2.4116749e-05]","[9.9978894e-01 1.8604986e-04 6.9806351e-06 1.8075394e-05]","[9.9999636e-01 3.6733516e-06]","[8.8712773e-07 1.4802260e-05 5.7244819e-04 1.8426865e-01 7.4226904e-01
 7.1864359e-02 1.0034686e-03 6.0293801e-06 3.0515355e-07]","142107",0,"White"
"10220","White","White","Male","20-29","[7.8561544e-01 1.5781935e-03 1.4420326e-01 3.0657637e-05 3.7614114e-04
 8.8934717e-04 6.7306824e-02]","[0.97157425 0.01509153 0.00114599 0.01218821]","[9.9999988e-01 1.2829962e-07]","[2.6686122e-08 1.2475512e-05 2.8292747e-02 7.7775794e-01 1.8856981e-01
 5.3274729e-03 3.9025705e-05 4.2687697e-07 3.5270507e-09]","142116",0,"White"
"10221","White","White","Male","30-39","[9.4505638e-01 7.6433097e-04 1.1020807e-02 3.0762556e-06 2.1217964e-05
 6.5854366e-04 4.2475544e-02]","[9.4893253e-01 2.9205799e-02 3.4320002e-04 2.1518435e-02]","[9.9999994e-01 8.1377017e-08]","[5.5698703e-08 1.6056575e-06 8.1830146e-04 4.4678530e-01 5.2517688e-01
 2.6975218e-02 2.4108691e-04 1.4781110e-06 1.7875594e-08]","142118",0,"White"
"10222","White","White","Male","20-29","[9.9777842e-01 1.0607548e-06 1.0768787e-04 1.9419102e-07 6.7087205e-07
 1.6849559e-06 2.1102882e-03]","[9.9979877e-01 1.3690304e-04 1.1106657e-05 5.3189724e-05]","[9.999692e-01 3.079935e-05]","[3.9602970e-08 4.1552353e-06 2.4662807e-03 7.4320620e-01 2.5102285e-01
 3.2867498e-03 1.3632810e-05 1.3585669e-07 2.4197371e-09]","142135",0,"White"
"10223","Middle Eastern","Indian","Male","30-39","[7.2723135e-02 2.7133498e-04 7.4131005e-02 5.6063873e-05 2.0170558e-04
 3.6151145e-02 8.1646556e-01]","[0.33632317 0.00933158 0.00090169 0.6534435 ]","[9.9995905e-01 4.0917297e-05]","[3.2230864e-06 2.1986951e-05 8.7397994e-04 5.8331810e-02 6.5115678e-01
 2.8052750e-01 8.9840572e-03 9.9151075e-05 1.5329010e-06]","142148",0,"Medium"
"10224","Black","Black","Male","20-29","[3.7593219e-07 9.9998373e-01 3.1322861e-06 1.9166578e-08 2.4230698e-07
 1.1707225e-05 8.8829313e-07]","[1.4281329e-07 9.9999470e-01 1.4261126e-06 3.7148695e-06]","[0.9987611  0.00123884]","[1.03178884e-07 4.23434612e-05 9.52903647e-03 5.87752461e-01
 3.82337213e-01 2.01439727e-02 1.93369706e-04 1.46052400e-06
 7.18494846e-08]","142169",1,"Black"
"10225","White","White","Male","20-29","[9.9891466e-01 9.7302120e-07 1.0966900e-04 3.7780009e-07 9.4369358e-07
 7.6651025e-07 9.7261264e-04]","[9.9971884e-01 2.5816433e-04 1.1898649e-05 1.1119987e-05]","[9.9999988e-01 1.5843372e-07]","[2.0368101e-09 9.8755152e-07 1.1380731e-02 9.6241593e-01 2.6145991e-02
 5.6257093e-05 9.7372137e-08 8.1310458e-10 1.9131962e-11]","142189",0,"White"
"10226","White","White","Male","10-19","[9.9693352e-01 1.3641444e-06 2.6197871e-04 6.9525204e-06 8.6095142e-06
 2.4905544e-06 2.7850266e-03]","[9.9710387e-01 1.8191015e-03 1.0263650e-03 5.0690254e-05]","[9.9999976e-01 2.1073193e-07]","[4.74611734e-05 1.04113035e-02 4.26853061e-01 3.01585674e-01
 2.16644555e-01 4.23653089e-02 2.05393438e-03 3.83511651e-05
 3.54013054e-07]","142198",0,"White"
"10227","White","White","Male","30-39","[9.3612957e-01 3.5723206e-04 3.8943086e-02 3.7453069e-06 1.4333657e-05
 9.7894075e-04 2.3573166e-02]","[9.9787593e-01 5.7075737e-04 5.4925913e-05 1.4983675e-03]","[9.999990e-01 9.553397e-07]","[1.68005982e-07 1.51146505e-05 3.03241774e-03 4.42249358e-01
 5.11346996e-01 4.31625433e-02 1.92383406e-04 1.02998229e-06
 9.61112612e-09]","142208",0,"White"
"10228","White","White","Male","20-29","[9.7485721e-01 7.6453078e-05 2.8731893e-03 2.5301015e-06 1.4983619e-05
 3.5415916e-05 2.2140181e-02]","[9.98882294e-01 7.29049789e-04 1.19944365e-04 2.68701755e-04]","[9.999998e-01 1.778082e-07]","[4.7082199e-07 2.4005485e-05 6.5870248e-03 7.0633811e-01 2.7454573e-01
 1.2361497e-02 1.4135049e-04 1.7709797e-06 2.0060861e-08]","142215",0,"White"
"10229","White","White","Male","30-39","[9.4705248e-01 5.6637498e-05 4.8252968e-03 6.9316143e-06 2.1983869e-05
 4.1317934e-04 4.7623474e-02]","[0.95555764 0.00437285 0.00125813 0.03881133]","[9.999977e-01 2.385703e-06]","[3.2000551e-06 6.1470455e-06 2.2740588e-04 3.4986276e-02 5.1341468e-01
 4.1359827e-01 3.6778722e-02 9.7005907e-04 1.5246183e-05]","142221",0,"White"
"10230","White","White","Male","20-29","[9.8120689e-01 2.2830989e-05 7.8360224e-04 2.6763794e-06 7.7343466e-06
 4.8723205e-06 1.7971443e-02]","[9.916573e-01 8.239779e-03 2.967894e-05 7.327820e-05]","[9.9984550e-01 1.5449032e-04]","[3.1287449e-08 7.1490526e-06 3.2694251e-03 6.9754267e-01 2.9555675e-01
 3.6165856e-03 7.3044325e-06 4.6545402e-08 1.1962736e-09]","142231",0,"White"
"10231","White","White","Male","30-39","[9.9717760e-01 4.4127287e-06 2.0921770e-04 1.3378672e-06 9.1630645e-06
 7.6843207e-06 2.5905415e-03]","[9.9982655e-01 2.6700491e-05 6.4225140e-05 8.2488506e-05]","[9.9998778e-01 1.2162079e-05]","[1.1100361e-07 7.7300847e-06 1.0427529e-03 4.7804299e-01 5.0495261e-01
 1.5876686e-02 7.6496392e-05 6.1669112e-07 3.2650345e-08]","142239",NA,NA
"10232","White","White","Male","20-29","[8.1424034e-01 2.9060654e-03 1.3382304e-01 4.2332660e-05 2.3024021e-04
 2.8402178e-04 4.8474010e-02]","[0.9593296  0.0296949  0.00939063 0.00158487]","[9.9999982e-01 2.0024734e-07]","[1.5689750e-08 4.3923069e-06 6.9682986e-02 8.9572304e-01 3.4044053e-02
 5.3848146e-04 6.9193798e-06 1.5342611e-07 1.4706156e-09]","142249",0,"White"
"10233","White","White","Male","30-39","[9.7466147e-01 4.3480523e-04 2.2349484e-02 1.3817007e-05 4.7751619e-05
 9.4389310e-05 2.3983151e-03]","[9.3625253e-01 6.2093448e-02 9.5832144e-04 6.9570693e-04]","[9.999999e-01 5.881529e-08]","[1.5258386e-06 8.5981837e-06 5.8424831e-03 3.7783021e-01 3.9838627e-01
 1.7622168e-01 4.0841188e-02 8.6497434e-04 3.0750384e-06]","142259",0,"White"
"10234","White","White","Male","20-29","[9.9996537e-01 7.0849967e-07 5.6031158e-06 2.2831557e-08 6.2082854e-08
 4.7392439e-07 2.7770471e-05]","[9.9999803e-01 1.1209014e-06 9.6639226e-08 7.9067530e-07]","[9.9990547e-01 9.4476076e-05]","[1.4249360e-07 5.3925692e-06 1.9592058e-03 4.9335119e-01 4.7206837e-01
 3.1394865e-02 1.1987882e-03 2.0688278e-05 1.3217340e-06]","142263",0,"White"
"10235","White","White","Male","20-29","[7.7334011e-01 5.1040781e-05 3.1119749e-02 3.2696611e-05 1.2143613e-04
 7.1764877e-03 1.8815839e-01]","[9.9865001e-01 6.0664970e-05 8.4401028e-05 1.2049312e-03]","[9.9996895e-01 3.1047148e-05]","[1.1724050e-07 2.3812202e-06 1.6908590e-03 6.0160172e-01 3.8554808e-01
 1.1091545e-02 6.4004707e-05 1.2667072e-06 2.9104509e-08]","142329",0,"White"
"10236","White","White","Male","30-39","[8.1374931e-01 4.8293572e-05 4.1115072e-02 4.1978721e-05 1.2140897e-04
 1.6828727e-03 1.4324108e-01]","[9.9927127e-01 6.9874518e-06 1.7715205e-05 7.0400449e-04]","[9.997154e-01 2.845619e-04]","[1.3162260e-06 3.6741229e-05 1.5609888e-03 3.2975686e-01 6.3135540e-01
 3.7066922e-02 2.1968289e-04 2.0186412e-06 3.1894597e-08]","142390",0,"White"
"10237","Latino_Hispanic","Indian","Male","30-39","[3.0902067e-01 4.2235320e-03 4.1409105e-01 6.6893735e-05 3.9674682e-04
 3.7765063e-02 2.3443611e-01]","[0.42037162 0.06299545 0.00616934 0.51046354]","[9.9999726e-01 2.7239935e-06]","[2.7638225e-07 3.5826245e-06 4.6974252e-04 2.3409662e-01 7.0970899e-01
 5.5266164e-02 4.5166377e-04 2.9031326e-06 2.8677480e-08]","142395",0,"Medium"
"10238","White","White","Male","20-29","[7.6960957e-01 2.8911009e-04 4.2076122e-02 3.2007112e-04 5.0393480e-04
 2.5251109e-04 1.8694866e-01]","[9.9142051e-01 6.5588094e-03 1.4115336e-03 6.0915196e-04]","[9.999453e-01 5.470953e-05]","[3.1871022e-07 2.8908786e-05 2.6306810e-02 8.3212852e-01 1.3864200e-01
 2.8642835e-03 2.8471062e-05 6.6726437e-07 1.3644320e-08]","142470",0,"White"
"10239","White","White","Male","20-29","[9.9921119e-01 2.7710466e-05 2.5389754e-04 1.9991719e-06 8.0725040e-06
 7.8293260e-07 4.9630279e-04]","[9.7606969e-01 2.3375118e-02 5.0998584e-04 4.5171128e-05]","[9.999977e-01 2.284069e-06]","[2.5866208e-07 1.6452061e-04 8.6193375e-02 8.3346838e-01 7.8576177e-02
 1.5800322e-03 1.6733602e-05 5.4821885e-07 2.1372227e-08]","142471",0,"White"
"10240","Black","Black","Male","30-39","[5.4745784e-04 9.5774233e-01 3.0709323e-02 1.9343051e-05 4.9201958e-04
 4.1595441e-03 6.3298969e-03]","[4.8730965e-04 9.9256152e-01 1.5843837e-03 5.3668017e-03]","[9.9999613e-01 3.8906824e-06]","[6.4546623e-07 1.2079620e-05 4.3160743e-03 4.3807498e-01 5.0385225e-01
 5.2699603e-02 1.0271411e-03 1.6951300e-05 2.7150622e-07]","142478",1,"Black"
"10241","White","White","Male","20-29","[9.9985039e-01 2.4863707e-06 7.1674542e-05 2.6869671e-07 1.4797579e-06
 1.2763946e-06 7.2459494e-05]","[9.9953032e-01 3.7389275e-04 1.8043638e-05 7.7750679e-05]","[9.9999982e-01 1.6508399e-07]","[5.7796149e-07 3.9109440e-05 1.2354506e-02 5.7737625e-01 3.6555859e-01
 4.2617690e-02 2.0063398e-03 4.6229863e-05 6.8251865e-07]","142480",0,"White"
"10242","White","White","Male","20-29","[9.9960238e-01 9.3103026e-06 1.5565407e-04 3.9313001e-08 1.8767261e-07
 2.9186884e-07 2.3208534e-04]","[9.9855953e-01 1.4337713e-03 3.1674813e-06 3.6290389e-06]","[9.999993e-01 7.267483e-07]","[2.0186089e-08 1.3236703e-05 1.8838303e-02 8.7340462e-01 1.0632524e-01
 1.4122729e-03 6.2698377e-06 9.2993460e-08 1.2329775e-09]","142485",0,"White"
"10243","White","White","Male","20-29","[9.99503255e-01 1.35526739e-06 1.06390136e-04 4.13458338e-06
 3.66734025e-06 1.65639244e-06 3.79502570e-04]","[9.9979681e-01 7.1600800e-05 1.1687811e-04 1.4725943e-05]","[9.999954e-01 4.614730e-06]","[1.3382607e-08 1.0072081e-06 9.3877164e-04 6.3604510e-01 3.5630816e-01
 6.6672070e-03 3.9554710e-05 1.3224698e-07 3.3197265e-09]","142486",0,"White"
"10244","Black","Black","Male","30-39","[7.4357617e-05 9.8595464e-01 6.5904032e-03 1.1051854e-05 7.9760462e-04
 5.8428939e-03 7.2904071e-04]","[2.2463331e-05 9.9963129e-01 7.7404431e-05 2.6874189e-04]","[9.9999326e-01 6.7296419e-06]","[2.9599007e-06 2.8674061e-05 2.7356744e-03 2.6520908e-01 6.5932727e-01
 7.1237236e-02 1.4343121e-03 2.4063293e-05 7.8478263e-07]","142524",1,"Black"
"10245","White","White","Male","30-39","[9.83394504e-01 3.79441517e-05 3.16776894e-03 1.04282575e-04
 2.40618552e-04 5.28822602e-05 1.30020622e-02]","[9.9743670e-01 1.4856385e-04 2.3440276e-03 7.0690527e-05]","[9.9999988e-01 1.4233125e-07]","[7.1733493e-06 8.3681327e-05 5.2592256e-03 2.0545512e-01 6.2817901e-01
 1.5523949e-01 5.7020015e-03 7.3779447e-05 5.2179183e-07]","142525",0,"White"
"10246","White","White","Male","20-29","[8.9506370e-01 1.7215947e-04 8.9074343e-02 4.7153218e-05 1.8711403e-04
 1.7875245e-04 1.5276786e-02]","[9.9903280e-01 3.4635334e-04 2.6863796e-04 3.5223534e-04]","[1.0000000e+00 2.2890088e-08]","[1.2341900e-07 3.6820149e-06 4.6561901e-03 5.9968805e-01 3.8033649e-01
 1.5198829e-02 1.1569699e-04 1.0011082e-06 7.2721611e-09]","142568",0,"White"
"10247","White","White","Male","20-29","[9.9940473e-01 5.1701336e-06 1.9195519e-04 6.6050557e-06 1.6417243e-05
 2.1532549e-06 3.7292193e-04]","[9.9422401e-01 1.4638286e-03 3.9459155e-03 3.6624755e-04]","[1.0000000e+00 2.3902563e-08]","[8.4047301e-08 3.7879963e-06 4.9020308e-03 8.6760926e-01 1.2647864e-01
 1.0006452e-03 5.4972134e-06 5.8335630e-08 1.1656455e-09]","142570",0,"White"
"10248","White","White","Male","20-29","[9.8410070e-01 9.9057343e-07 1.6754436e-03 1.2446423e-05 2.5066141e-05
 1.5810648e-06 1.4183737e-02]","[9.9963373e-01 2.5116115e-05 2.7950027e-04 6.1652718e-05]","[9.9999934e-01 6.9385169e-07]","[6.4473511e-09 1.0457657e-05 1.5366390e-01 8.0555260e-01 4.0153440e-02
 6.1670481e-04 2.8534157e-06 2.4190077e-08 1.9849107e-10]","142613",0,"White"
"10249","Middle Eastern","Indian","Male","30-39","[3.82592976e-02 2.61482168e-02 2.17815101e-01 1.40261782e-05
 1.03023514e-04 1.01011992e-01 6.16648376e-01]","[0.39753947 0.09998526 0.00299392 0.49948132]","[1.0000000e+00 2.6904708e-08]","[7.1382237e-07 1.4006265e-06 1.4662861e-05 9.6683512e-03 5.0067502e-01
 4.8255563e-01 7.0479703e-03 3.6057259e-05 1.5906687e-07]","142619",0,"Medium"
"10250","Black","Black","Male","30-39","[2.0995627e-07 9.9999243e-01 5.1098709e-07 1.9073382e-10 2.2721598e-09
 6.1505793e-06 7.2512637e-07]","[9.0693533e-07 9.9999464e-01 7.3885064e-07 3.7547354e-06]","[9.9999994e-01 4.3924228e-08]","[3.3496281e-07 1.4424617e-05 3.1006991e-04 9.1847241e-02 6.9099694e-01
 2.1434015e-01 2.4542923e-03 3.5505371e-05 9.3105331e-07]","142622",1,"Black"
"10251","Middle Eastern","White","Male","30-39","[4.3293175e-01 3.4165650e-04 4.6359759e-02 1.3585831e-04 3.8410909e-04
 4.7765658e-03 5.1507026e-01]","[0.94943124 0.00229563 0.00261532 0.04565781]","[9.9999619e-01 3.8131607e-06]","[4.3509476e-06 1.8719575e-05 1.0818681e-03 1.9228296e-01 7.1718550e-01
 8.8087648e-02 1.3249269e-03 1.3968277e-05 1.5076742e-07]","142628",0,"White"
"10252","White","White","Male","30-39","[8.9120007e-01 4.0943868e-04 9.6653305e-02 1.8332554e-04 6.8322918e-04
 8.7098934e-04 9.9996645e-03]","[0.9648023  0.00552135 0.01544528 0.01423115]","[9.9999994e-01 7.2624147e-08]","[2.0112027e-07 1.4445654e-06 1.2173307e-03 2.1676122e-01 5.4538506e-01
 2.2278418e-01 1.3688936e-02 1.6053383e-04 1.0864303e-06]","142631",0,"White"
"10253","White","White","Male","20-29","[9.9827868e-01 3.3293454e-05 8.6045155e-04 2.7252702e-06 1.1681854e-05
 7.0232022e-06 8.0618937e-04]","[9.99513865e-01 3.21715313e-04 5.63459835e-05 1.08037195e-04]","[9.999993e-01 6.620785e-07]","[8.3641794e-07 8.8695324e-06 3.1684586e-03 6.9719934e-01 2.8888869e-01
 1.0529552e-02 1.9924461e-04 4.9073597e-06 9.6553158e-08]","142672",0,"White"
"10254","White","White","Male","20-29","[8.4387439e-01 7.3368626e-04 2.0220786e-02 3.4817551e-06 2.8645587e-05
 1.5690825e-04 1.3498212e-01]","[9.8630708e-01 1.2177234e-02 2.8472315e-04 1.2310032e-03]","[9.9999952e-01 4.6490126e-07]","[1.3026532e-06 3.2010568e-05 5.1576081e-03 6.3041985e-01 3.4858328e-01
 1.5590239e-02 2.0590496e-04 9.7323582e-06 1.1871004e-07]","142684",0,"Medium"
"10255","White","White","Male","30-39","[9.9177504e-01 9.9183972e-06 2.5033175e-03 1.8955699e-05 2.3688945e-05
 2.6169166e-05 5.6429380e-03]","[9.998944e-01 8.289535e-06 6.602062e-05 3.129047e-05]","[9.9998450e-01 1.5519547e-05]","[1.5999289e-07 3.3498407e-06 3.4589338e-04 3.7968448e-01 6.0816783e-01
 1.1772848e-02 2.5214851e-05 2.3897780e-07 5.2070668e-09]","142785",NA,NA
"10256","White","White","Male","20-29","[5.7885218e-01 1.9452624e-03 6.8480872e-02 2.0701927e-05 1.0549390e-04
 8.1738544e-04 3.4977800e-01]","[8.8569397e-01 1.1062636e-01 5.2957551e-04 3.1501793e-03]","[9.9999905e-01 9.3956345e-07]","[9.7847966e-08 5.0461599e-06 2.2351036e-03 6.7196083e-01 3.2135481e-01
 4.4330112e-03 1.0955542e-05 1.1029812e-07 1.3206571e-09]","142793",0,"White"
"10257","White","White","Male","30-39","[7.9124039e-01 3.5304794e-05 7.7265729e-03 7.5613989e-06 2.3073151e-05
 4.1965971e-04 2.0054755e-01]","[9.9951607e-01 7.5222641e-05 6.9728217e-06 4.0180419e-04]","[9.9999905e-01 9.9133774e-07]","[8.7029485e-07 6.4188048e-06 3.2708162e-04 1.8893917e-01 7.3616922e-01
 7.4244618e-02 3.1008766e-04 2.5216966e-06 3.4549284e-08]","142820",0,"White"
"10258","White","White","Male","20-29","[9.5144683e-01 2.2041192e-03 1.3737285e-02 1.5006835e-05 6.9241905e-05
 1.0259588e-04 3.2424849e-02]","[9.6932495e-01 2.5845667e-02 4.0356413e-04 4.4258353e-03]","[9.9999946e-01 5.2976924e-07]","[1.0005516e-07 3.3435448e-05 3.7450667e-02 8.1251252e-01 1.4471228e-01
 5.2319728e-03 5.7776066e-05 1.1700305e-06 2.2461039e-08]","142851",0,"White"
"10259","White","White","Male","30-39","[9.1153389e-01 1.8193254e-04 5.5612251e-02 3.6258600e-05 1.2313410e-04
 1.1479778e-03 3.1364385e-02]","[0.92718107 0.01449563 0.00141398 0.05690936]","[9.9999988e-01 1.3639472e-07]","[7.9517474e-07 3.6568131e-06 2.1970219e-03 3.3139205e-01 5.3115654e-01
 1.2571961e-01 9.3069971e-03 2.2153015e-04 1.7100281e-06]","142852",0,"White"
"10260","White","White","Male","30-39","[8.7433952e-01 1.6283431e-03 4.4480935e-02 6.0543305e-05 3.5247221e-04
 7.2532048e-04 7.8412890e-02]","[0.9815701  0.01125664 0.00162853 0.00554466]","[9.9999988e-01 1.0307144e-07]","[4.8910524e-06 8.8118155e-05 7.0218397e-03 2.5484055e-01 5.3031456e-01
 1.9333200e-01 1.4013812e-02 3.8046227e-04 3.7311786e-06]","142860",0,"White"
"10261","White","White","Male","20-29","[8.4260976e-01 7.6231844e-04 6.3703850e-02 4.2283322e-05 1.4578743e-04
 4.4459361e-04 9.2291303e-02]","[9.9439901e-01 1.0849359e-03 6.1448925e-04 3.9015459e-03]","[9.9998593e-01 1.4022514e-05]","[2.4134661e-07 3.9152087e-06 1.7235068e-03 5.8536488e-01 4.0562603e-01
 7.2577023e-03 2.3315368e-05 3.1904239e-07 6.1388326e-09]","142904",0,"White"
"10262","Southeast Asian","Asian","Male","20-29","[2.1546253e-03 3.4350032e-04 8.8696562e-02 4.3396217e-01 4.5751786e-01
 1.6340094e-02 9.8512264e-04]","[0.00179933 0.00245767 0.9385642  0.05717882]","[1.0000000e+00 3.2514846e-09]","[2.3082104e-07 3.8599741e-05 1.2015649e-02 6.7947042e-01 2.8928843e-01
 1.8900609e-02 2.7184622e-04 1.4207392e-05 8.3519033e-08]","143040",0,"Medium"
"10263","White","White","Male","30-39","[9.0945029e-01 4.0248604e-04 5.4082185e-02 5.7758157e-06 2.3146222e-05
 2.0846743e-04 3.5827614e-02]","[9.9122751e-01 5.4701823e-03 3.2507221e-04 2.9772886e-03]","[9.999979e-01 2.073522e-06]","[5.7191203e-09 8.7709722e-08 4.2553966e-05 9.3479060e-02 7.7083367e-01
 1.3391306e-01 1.7227256e-03 8.6934351e-06 6.4125764e-08]","143047",0,"White"
"10264","Middle Eastern","White","Male","20-29","[1.2241753e-01 6.9586118e-04 7.6709926e-02 3.5134588e-05 9.1712463e-05
 2.3061601e-03 7.9774368e-01]","[9.9655104e-01 2.7727179e-04 9.9109486e-04 2.1806287e-03]","[9.9997765e-01 2.2346363e-05]","[1.2359482e-05 2.7398314e-04 6.2513934e-03 4.9899638e-01 4.6730626e-01
 2.6972618e-02 1.8451462e-04 2.4912051e-06 4.6342308e-08]","143061",0,"White"
"10265","White","White","Male","30-39","[6.2603903e-01 5.2084029e-03 8.7070748e-02 2.5504221e-05 1.0541904e-04
 2.5325969e-03 2.7901819e-01]","[9.8430395e-01 1.3704976e-02 2.7597530e-04 1.7151036e-03]","[9.9992657e-01 7.3485215e-05]","[2.7462593e-06 7.8002791e-05 3.0035139e-03 3.5570985e-01 6.0469431e-01
 3.6188241e-02 3.1886640e-04 4.3619689e-06 8.5791036e-08]","143101",0,"White"
"10266","White","White","Male","30-39","[9.2402577e-01 1.5991008e-04 7.1742223e-03 1.6389675e-05 4.8086345e-05
 1.6714484e-04 6.8408474e-02]","[9.9962038e-01 7.2098934e-05 3.0100757e-05 2.7741765e-04]","[9.9999881e-01 1.1759296e-06]","[1.6028038e-06 7.2273515e-06 1.9661208e-04 1.4925532e-01 7.5361896e-01
 9.5664702e-02 1.2278077e-03 2.7279097e-05 4.8101214e-07]","143238",0,"White"
"10267","White","White","Male","20-29","[9.9746341e-01 2.2996153e-06 1.5594391e-03 9.3254801e-07 2.3225875e-06
 5.5593418e-06 9.6613634e-04]","[9.9981582e-01 1.8360688e-05 1.6750972e-05 1.4915039e-04]","[9.999999e-01 9.627583e-08]","[7.3857869e-08 1.5846823e-05 4.4720076e-02 7.2863734e-01 2.1166232e-01
 1.4848230e-02 1.1539540e-04 7.1902599e-07 6.4176566e-09]","143334",0,"White"
"10268","Black","Black","Male","30-39","[2.2624152e-04 9.9941891e-01 2.1372907e-04 7.0389518e-07 4.2782826e-06
 9.7852950e-05 3.8302085e-05]","[1.2280619e-05 9.9995959e-01 2.9801395e-06 2.5201552e-05]","[9.994755e-01 5.244976e-04]","[5.2196611e-07 5.9729278e-05 5.3514410e-03 4.0567657e-01 5.1357144e-01
 7.1348354e-02 3.8829576e-03 1.0363247e-04 5.3156978e-06]","143398",1,"Black"
"10269","Black","Black","Male","20-29","[3.5907931e-04 9.8707527e-01 6.7016981e-03 1.1735997e-06 2.7578912e-05
 3.8890538e-03 1.9461100e-03]","[3.4244193e-05 9.9658644e-01 4.0555278e-05 3.3387076e-03]","[9.9979913e-01 2.0084209e-04]","[9.08556672e-07 1.17543495e-04 1.03086093e-02 6.76180899e-01
 3.06590915e-01 6.76882500e-03 3.20138643e-05 3.02103530e-07
 1.11156275e-08]","143587",1,"Black"
"10270","Black","Black","Male","30-39","[1.8056247e-02 7.5239378e-01 1.1765206e-01 1.9693267e-05 1.3831655e-04
 4.0089721e-03 1.0773088e-01]","[2.0542960e-03 9.9538523e-01 1.9869396e-04 2.3617395e-03]","[9.9999982e-01 1.3269168e-07]","[1.0945682e-05 1.6660198e-04 8.6344080e-03 2.8497571e-01 4.9850881e-01
 1.8389495e-01 2.2729822e-02 1.0631426e-03 1.5663871e-05]","143593",0,"Medium"
"10271","Black","Black","Male","30-39","[1.2805064e-05 9.9987662e-01 7.8646590e-05 1.6513475e-07 2.1860028e-06
 2.4535277e-05 4.9512118e-06]","[2.4984140e-05 9.9985874e-01 7.3493529e-06 1.0892116e-04]","[9.999526e-01 4.740203e-05]","[5.7509151e-06 1.2513771e-04 4.7175987e-03 2.9624009e-01 5.5371475e-01
 1.4063525e-01 4.4671539e-03 8.8871464e-05 5.3445833e-06]","143695",1,"Black"
"10272","Latino_Hispanic","Black","Male","20-29","[0.0499941  0.10075244 0.82117844 0.00124018 0.01358299 0.00856694
 0.00468481]","[0.19065668 0.36077297 0.11367997 0.33489043]","[9.9999791e-01 2.0748612e-06]","[2.8986506e-07 9.0859758e-06 1.0089967e-02 6.5190291e-01 2.9059404e-01
 4.3449406e-02 3.7947439e-03 1.5693701e-04 2.6743473e-06]","143697",0,"Medium"
"10273","Latino_Hispanic","White","Male","20-29","[0.13444954 0.00584141 0.4514092  0.00197636 0.00892856 0.00173717
 0.3956578 ]","[0.64245033 0.08306824 0.25779942 0.01668208]","[9.9999982e-01 1.7857823e-07]","[6.7757476e-08 1.3182938e-06 4.5890245e-03 8.2999265e-01 1.6194639e-01
 3.4112537e-03 5.6486679e-05 2.8671504e-06 2.4093040e-08]","143786",0,"White"
"10274","White","White","Male","20-29","[9.9837887e-01 1.0008300e-06 1.7884263e-04 2.3342538e-06 6.1981609e-06
 2.0179300e-06 1.4306763e-03]","[9.9995446e-01 2.9550677e-06 5.1747884e-06 3.7380039e-05]","[9.9999762e-01 2.3967311e-06]","[4.4026834e-08 2.7358662e-06 6.2861596e-04 5.0342804e-01 4.8773336e-01
 8.1835585e-03 2.3489245e-05 2.0547863e-07 5.7464407e-09]","143895",0,"White"
"10275","White","White","Male","30-39","[9.8457843e-01 4.4986406e-05 3.4209797e-03 2.3726187e-05 8.7056716e-05
 5.6514993e-05 1.1788344e-02]","[9.9957377e-01 2.5918885e-04 3.1068077e-05 1.3596454e-04]","[9.9999976e-01 2.5493654e-07]","[1.6643353e-08 2.5973924e-07 7.8913243e-04 4.1976759e-01 5.0836962e-01
 6.9563933e-02 1.4813748e-03 2.7690174e-05 2.8755036e-07]","143945",0,"White"
"10276","White","White","Male","30-39","[6.1654723e-01 8.3252194e-04 1.0718918e-02 8.3894320e-06 1.9790705e-05
 2.9854747e-04 3.7157461e-01]","[9.953307e-01 3.507900e-03 2.306533e-04 9.307350e-04]","[9.9999547e-01 4.5124975e-06]","[2.0901348e-07 4.9392029e-06 4.5153860e-04 2.8281200e-01 6.9341862e-01
 2.3247251e-02 6.4823311e-05 6.0274954e-07 7.8659177e-09]","143974",0,"White"
"10277","White","White","Male","30-39","[7.7411395e-01 5.2873365e-05 3.5466511e-02 5.0297349e-05 6.0304785e-05
 4.5534987e-03 1.8570262e-01]","[9.9765372e-01 3.4111759e-05 3.4121716e-05 2.2779731e-03]","[9.9989170e-01 1.0824437e-04]","[1.7428773e-07 1.3494969e-06 6.4021224e-05 4.1843098e-02 7.3073423e-01
 2.2631530e-01 1.0379184e-03 3.9232286e-06 3.9401971e-08]","144006",NA,NA
"10278","White","White","Male","30-39","[4.5920119e-01 7.4568903e-05 2.6964915e-01 2.6092975e-04 1.4636485e-03
 8.2734324e-02 1.8661624e-01]","[9.5747805e-01 8.4964653e-05 6.5173893e-03 3.5919644e-02]","[9.9999839e-01 1.5935738e-06]","[5.00194938e-06 4.49695421e-04 1.09826354e-02 3.60982060e-01
 5.89239717e-01 3.82220484e-02 1.17964184e-04 8.17289731e-07
 8.47465742e-09]","144076",0,"White"
