"","race","race4","gender","age","race_scores_fair","race_scores_fair_4","gender_scores_fair","age_scores_fair","ID","black","Skin3"
"10279","White","White","Male","30-39","[9.9988288e-01 1.4933786e-06 1.8003167e-05 2.6678430e-07 7.5153514e-07
 2.4233821e-06 9.4184514e-05]","[9.9988127e-01 3.8100625e-05 9.2195978e-06 7.1414775e-05]","[9.9999380e-01 6.1643177e-06]","[4.2181709e-06 7.8349178e-05 1.5520065e-03 3.7183234e-01 5.8442110e-01
 4.1367464e-02 7.3662214e-04 7.4957597e-06 4.0200521e-07]","144297",0,"White"
"10280","White","White","Male","30-39","[9.7324175e-01 1.4911907e-05 6.4064312e-04 2.4876996e-07 1.0391709e-06
 1.1583296e-05 2.6090009e-02]","[9.9885041e-01 3.5580273e-05 7.5148346e-05 1.0388950e-03]","[9.9998736e-01 1.2651541e-05]","[7.2245406e-08 1.1221052e-06 5.3805677e-04 3.5996571e-01 6.1523205e-01
 2.4152620e-02 1.0963345e-04 7.6387067e-07 1.4720369e-08]","144481",0,"White"
"10281","Latino_Hispanic","White","Male","40-49","[2.6816717e-01 1.2058732e-02 3.7183437e-01 2.8234840e-04 7.2640041e-04
 2.0923572e-02 3.2600740e-01]","[0.8656164  0.0765028  0.01246274 0.04541807]","[9.9997926e-01 2.0771095e-05]","[5.3584030e-05 2.7786562e-04 1.1614950e-03 1.9790990e-02 3.4921521e-01
 5.7541686e-01 5.3743232e-02 3.3844099e-04 2.2602787e-06]","144501",0,"Medium"
"10282","White","White","Male","20-29","[9.6677130e-01 3.0922074e-05 3.4668951e-03 5.4349512e-06 1.1463849e-05
 1.7513226e-04 2.9538812e-02]","[9.9983275e-01 4.4466924e-06 1.5308839e-05 1.4755748e-04]","[9.9996746e-01 3.2559947e-05]","[8.0647496e-08 2.9102375e-06 3.7843478e-03 7.9326767e-01 1.9782390e-01
 5.0709350e-03 4.9284914e-05 9.0859703e-07 2.2732317e-08]","144606",0,"White"
"10283","White","White","Male","30-39","[9.7597468e-01 2.1675974e-06 4.0916869e-04 2.8273780e-07 1.3393675e-06
 2.3755663e-05 2.3588605e-02]","[9.9982876e-01 3.2606868e-06 2.4947838e-06 1.6547658e-04]","[9.9999917e-01 8.1133823e-07]","[2.0973857e-08 3.7555424e-07 3.3043798e-05 4.5961771e-02 7.8758758e-01
 1.6596019e-01 4.5589459e-04 1.2056984e-06 1.1385892e-08]","144679",0,"White"
"10284","Middle Eastern","White","Male","20-29","[1.0923733e-01 7.6636883e-05 3.2796659e-02 2.4837834e-06 2.0836236e-05
 2.5560617e-02 8.3230537e-01]","[7.5106108e-01 8.4405550e-04 1.8420315e-04 2.4791071e-01]","[9.9998933e-01 1.0607866e-05]","[2.6992888e-07 1.5823962e-05 1.7473918e-03 5.4069459e-01 4.4775555e-01
 9.7707519e-03 1.5561505e-05 9.5894741e-08 1.2897723e-09]","144687",0,"Medium"
"10285","Latino_Hispanic","White","Male","30-39","[1.1999503e-01 1.6742421e-02 5.9222364e-01 1.4141083e-04 5.9198221e-04
 2.3502486e-02 2.4680306e-01]","[0.870797   0.04503138 0.01283162 0.07134002]","[9.9999607e-01 3.9985966e-06]","[8.6847609e-07 9.9944691e-06 2.6414316e-04 1.4457323e-01 7.9493320e-01
 5.9996869e-02 2.2040620e-04 1.3150557e-06 1.6204392e-08]","145182",0,"Medium"
"10286","White","White","Male","30-39","[9.8958045e-01 5.1300263e-05 5.4152794e-03 5.3988897e-06 1.6949361e-05
 1.4312071e-04 4.7875587e-03]","[9.9927539e-01 1.3836575e-04 2.7282134e-05 5.5895461e-04]","[9.9999839e-01 1.5907564e-06]","[3.2607059e-07 1.4641197e-05 1.7019635e-03 3.7229356e-01 5.7303339e-01
 5.2139990e-02 8.1003475e-04 5.9499607e-06 1.6461790e-07]","145188",0,"White"
"10287","Latino_Hispanic","White","Male","30-39","[1.4690413e-01 1.3180122e-02 7.7229214e-01 2.0119137e-04 3.7487710e-03
 1.1220031e-02 5.2453671e-02]","[0.5454591  0.02505063 0.14345117 0.28603905]","[9.9995744e-01 4.2496406e-05]","[5.59466059e-07 8.21693175e-06 2.56065582e-03 3.15487742e-01
 6.31791234e-01 4.92835902e-02 8.55494698e-04 1.23258915e-05
 1.98893204e-07]","145379",0,"Medium"
"10288","Latino_Hispanic","Asian","Male","20-29","[0.07864145 0.00042919 0.37080908 0.22265588 0.31496146 0.0037602
 0.00874276]","[1.7050337e-02 1.0628094e-03 9.8094457e-01 9.4217760e-04]","[9.9999934e-01 6.2159404e-07]","[1.4173818e-06 5.7315093e-04 4.0753800e-02 7.2300452e-01 2.2691759e-01
 8.6315498e-03 1.1627531e-04 1.7734079e-06 2.1325851e-08]","146089",0,"White"
"10289","White","White","Male","20-29","[3.5954127e-01 1.7519384e-03 3.5331610e-01 1.0068179e-04 2.4248357e-04
 4.3675704e-03 2.8067994e-01]","[0.94454527 0.00346038 0.00138302 0.05061138]","[9.9999535e-01 4.6655127e-06]","[1.3616945e-05 5.6150061e-04 1.6810803e-02 5.7500076e-01 3.9093456e-01
 1.6486676e-02 1.8907581e-04 2.9419498e-06 3.5217450e-08]","146099",0,"White"
"10290","White","White","Male","20-29","[9.9654925e-01 2.8003769e-05 7.2130881e-04 7.5867897e-06 1.5991080e-05
 7.7196701e-06 2.6700657e-03]","[9.9975723e-01 6.1259998e-05 1.4999871e-04 3.1580388e-05]","[9.999993e-01 6.836099e-07]","[1.4846875e-06 2.6602434e-05 1.2897881e-03 5.8836901e-01 4.0271449e-01
 7.5628781e-03 3.5287077e-05 5.1297729e-07 1.3976374e-08]","146101",0,"White"
"10291","Latino_Hispanic","White","Male","30-39","[3.6421001e-01 2.9176259e-02 4.8402953e-01 1.0663700e-04 5.3368445e-04
 9.1210073e-03 1.1282294e-01]","[0.4672979  0.41742608 0.08573478 0.02954116]","[9.999994e-01 5.777159e-07]","[1.2221101e-06 4.4865865e-06 7.6937547e-05 2.1732330e-02 5.0166923e-01
 4.5232511e-01 2.3951793e-02 2.3730491e-04 1.6097767e-06]","146141",0,"Medium"
"10292","White","White","Male","30-39","[8.2800782e-01 1.9891027e-03 6.3631825e-02 4.5841065e-05 2.0067926e-04
 2.8360072e-03 1.0328876e-01]","[9.9591845e-01 1.9706783e-03 6.9743476e-04 1.4134970e-03]","[9.9997830e-01 2.1714965e-05]","[2.4411333e-06 3.0850162e-05 1.1792103e-03 4.3240118e-01 5.4900730e-01
 1.7294982e-02 8.2789156e-05 1.2348224e-06 2.9598464e-08]","146142",0,"White"
"10293","White","White","Male","20-29","[9.4368303e-01 9.3332001e-06 4.3575508e-03 9.8805634e-05 6.6330213e-05
 1.6953990e-04 5.1615402e-02]","[9.9707443e-01 4.6680994e-05 2.0732063e-04 2.6715945e-03]","[9.9999833e-01 1.7331153e-06]","[4.2786144e-08 4.3552645e-06 8.1248879e-03 9.1771984e-01 7.3818892e-02
 3.3119103e-04 7.7562044e-07 9.0514236e-09 1.5777595e-10]","146178",0,"White"
"10294","Middle Eastern","White","Male","30-39","[0.09106205 0.03906633 0.2604564  0.00096239 0.00776338 0.02115815
 0.5795312 ]","[0.601011   0.13253972 0.1439825  0.12246679]","[1.000000e+00 2.674565e-09]","[3.3216773e-07 2.5134877e-06 3.4243293e-04 1.6919377e-01 6.6784173e-01
 1.5709829e-01 5.4369173e-03 8.3335835e-05 6.9847306e-07]","146200",0,"White"
"10295","White","White","Male","20-29","[9.5051545e-01 1.4417998e-04 1.8429866e-02 8.6821645e-05 2.3060103e-04
 1.1110516e-04 3.0481957e-02]","[0.9962029  0.0013919  0.00132005 0.00108518]","[9.9999958e-01 3.7196057e-07]","[1.7028681e-08 1.8932453e-06 4.3904167e-03 8.3548576e-01 1.5854113e-01
 1.5758903e-03 4.8723218e-06 4.0945935e-08 8.0548601e-10]","146217",0,"Medium"
"10296","Middle Eastern","White","Male","30-39","[3.3954793e-01 9.2691643e-04 2.6005617e-01 9.7286458e-05 3.8527514e-04
 3.9289896e-03 3.9505744e-01]","[9.8508710e-01 7.5556297e-04 2.6124490e-03 1.1544915e-02]","[9.999975e-01 2.495106e-06]","[1.2775116e-07 2.7903548e-06 5.4263824e-04 3.8250422e-01 5.9744900e-01
 1.9410491e-02 8.9522728e-05 1.1528402e-06 1.4223937e-08]","146218",0,"Medium"
"10297","Latino_Hispanic","Black","Male","20-29","[0.14055778 0.04446329 0.76482403 0.00158056 0.0180561  0.00099059
 0.02952765]","[1.1197199e-01 8.8397014e-01 3.8609230e-03 1.9689680e-04]","[9.9999911e-01 8.7587676e-07]","[4.4233823e-07 9.9144570e-05 3.9620183e-02 6.9088835e-01 2.5954661e-01
 9.6131964e-03 2.2650494e-04 5.4933380e-06 1.0030923e-07]","146410",0,"Medium"
"10298","White","White","Male","30-39","[9.94611263e-01 6.58596321e-07 1.10048015e-04 5.09781103e-07
 2.64453070e-06 7.00041255e-06 5.26789157e-03]","[9.9972755e-01 4.6505214e-05 2.3776920e-05 2.0211989e-04]","[9.9999988e-01 1.2570061e-07]","[1.6954345e-08 4.6314020e-07 1.9402098e-04 2.4574403e-01 7.1093845e-01
 4.2932760e-02 1.8954456e-04 7.4489606e-07 1.1883963e-08]","146452",0,"White"
"10299","White","White","Male","30-39","[8.5405093e-01 3.7264861e-05 3.7549470e-02 6.0380164e-05 1.7006669e-04
 4.9945753e-04 1.0763248e-01]","[9.998852e-01 3.692366e-06 1.096278e-05 1.001351e-04]","[9.9989367e-01 1.0633136e-04]","[4.8398896e-08 1.4118033e-06 1.8564730e-03 3.9291504e-01 5.6908727e-01
 3.5740919e-02 3.9163418e-04 7.0643796e-06 1.6052546e-07]","146477",0,"White"
"10300","White","White","Male","30-39","[9.8960179e-01 1.9734349e-05 1.8317249e-03 5.2166765e-06 3.4754397e-05
 3.0650346e-05 8.4761661e-03]","[9.9962884e-01 5.9632592e-05 8.7015556e-05 2.2453122e-04]","[9.998909e-01 1.090988e-04]","[1.3179528e-06 1.0210086e-04 1.2875263e-02 4.5853972e-01 4.7161174e-01
 5.5602800e-02 1.2332775e-03 3.2907024e-05 8.1274027e-07]","146483",0,"White"
"10301","Black","Black","Male","20-29","[4.3532200e-06 9.9965334e-01 3.0090296e-04 4.5418651e-07 1.2428726e-05
 2.2628103e-05 5.8758678e-06]","[4.55089576e-05 9.99775827e-01 1.05695224e-04 7.29831445e-05]","[9.999992e-01 7.600703e-07]","[3.8417829e-07 9.0396999e-05 4.1971769e-02 8.2186002e-01 1.3039917e-01
 5.6270328e-03 4.9995433e-05 1.1878603e-06 4.6955346e-08]","146500",1,"Black"
"10302","White","White","Male","30-39","[5.6653416e-01 7.6188426e-04 1.6561045e-01 1.8670175e-05 6.5590561e-05
 2.0200379e-02 2.4680883e-01]","[0.8673964  0.00986486 0.00116387 0.12157479]","[9.9993676e-01 6.3196916e-05]","[1.8784100e-07 2.9355685e-06 1.8435124e-04 8.5808754e-02 7.8830558e-01
 1.2512116e-01 5.7501852e-04 2.0302057e-06 1.6933750e-08]","146518",0,"Medium"
"10303","White","White","Male","30-39","[7.6849878e-01 2.1262626e-04 2.1009959e-01 2.7067827e-03 2.9395686e-03
 5.3555495e-04 1.5007092e-02]","[9.8423582e-01 6.0431927e-04 8.9236861e-03 6.2361998e-03]","[1.000000e+00 7.718369e-09]","[1.1862058e-06 5.6110664e-05 8.8225352e-03 3.8948375e-01 5.6537443e-01
 3.5844535e-02 4.1306423e-04 4.3291811e-06 2.3513277e-08]","146613",0,"White"
"10304","White","White","Male","30-39","[6.5933585e-01 2.9803562e-04 2.4336308e-01 4.5683439e-05 1.1158770e-04
 3.9304897e-02 5.7540916e-02]","[7.5389570e-01 5.1061017e-03 2.5276671e-04 2.4074547e-01]","[9.9998903e-01 1.0935563e-05]","[5.78061236e-06 1.15675335e-04 2.54696817e-03 2.62138456e-01
 6.79894865e-01 5.47313690e-02 5.63795504e-04 3.13844816e-06
 3.41432518e-08]","146852",0,"White"
"10305","White","White","Male","20-29","[9.3795341e-01 1.5962056e-05 2.7930173e-03 1.5399870e-05 4.9964372e-05
 3.5637269e-05 5.9136543e-02]","[9.9970734e-01 8.8612076e-05 1.2024064e-04 8.3722436e-05]","[9.9999917e-01 8.1416692e-07]","[1.7894337e-07 3.1072504e-06 1.5902893e-03 6.8203044e-01 3.0962703e-01
 6.7089330e-03 3.9422270e-05 6.5480117e-07 1.2962293e-08]","146853",0,"White"
"10306","Middle Eastern","White","Male","20-29","[3.4937808e-01 9.1735419e-05 2.0062362e-01 4.2977574e-04 9.8738342e-04
 1.8962391e-02 4.2952707e-01]","[9.7098553e-01 2.7707833e-04 4.8501737e-04 2.8252384e-02]","[9.999999e-01 7.489598e-08]","[2.7576802e-06 1.7269896e-04 8.3437562e-03 7.0210087e-01 2.8266349e-01
 6.6900426e-03 2.6085774e-05 2.9148737e-07 2.2493269e-09]","146866",0,"Medium"
"10307","White","White","Male","30-39","[9.5685858e-01 1.9121011e-05 4.5831944e-03 3.0914641e-06 2.1738611e-05
 1.5093671e-04 3.8363405e-02]","[9.9771112e-01 1.3774172e-03 4.7275083e-05 8.6415518e-04]","[9.999042e-01 9.574444e-05]","[1.1286428e-06 2.5957836e-05 6.6040549e-04 1.1926729e-01 8.3235490e-01
 4.7516830e-02 1.7241098e-04 1.2021424e-06 2.4115170e-08]","146924",0,"White"
"10308","White","White","Male","20-29","[9.9958491e-01 2.0716844e-07 6.5614033e-05 9.9510771e-07 4.1003050e-06
 1.3663823e-06 3.4274830e-04]","[9.99963462e-01 3.29519480e-06 2.05521101e-05 1.26953855e-05]","[9.9999899e-01 1.0459628e-06]","[8.0420497e-09 8.6926860e-07 1.0996615e-02 7.2956681e-01 2.4029054e-01
 1.8963171e-02 1.8066031e-04 1.2561679e-06 1.5642790e-08]","146927",0,"White"
"10309","White","White","Male","30-39","[9.9130929e-01 2.3523551e-06 2.7824792e-03 1.8547667e-06 6.6932330e-06
 1.7750169e-04 5.7197232e-03]","[9.9926907e-01 1.0261560e-05 1.2475601e-05 7.0817088e-04]","[9.9999815e-01 1.8263555e-06]","[1.3155957e-07 2.4432220e-06 5.8499986e-04 3.3158132e-01 6.3778073e-01
 2.9958071e-02 9.1997194e-05 3.4862492e-07 5.3127072e-09]","146951",0,"White"
"10310","Black","Black","Male","20-29","[2.2907027e-03 9.3793917e-01 2.6712695e-02 1.1782919e-04 8.9973590e-04
 5.1593161e-03 2.6880587e-02]","[2.8023566e-04 9.9628943e-01 6.9334981e-04 2.7369068e-03]","[9.9996626e-01 3.3790904e-05]","[6.1836108e-06 4.9194013e-04 1.8593457e-02 5.2135581e-01 4.2785305e-01
 3.1356320e-02 3.3252328e-04 1.0196398e-05 5.5624162e-07]","147142",0,"Medium"
"10311","White","White","Male","10-19","[8.85366023e-01 1.74873239e-05 2.70397728e-03 5.90533891e-05
 4.98927366e-05 4.26051793e-06 1.11799344e-01]","[9.9962413e-01 2.1728061e-05 3.3468363e-04 1.9341212e-05]","[9.999732e-01 2.679362e-05]","[2.16264002e-08 1.36742470e-04 6.54590845e-01 3.43610078e-01
 1.63121417e-03 3.07633854e-05 2.63852201e-07 1.10608855e-08
 1.40176371e-10]","147232",0,"White"
"10312","White","White","Male","20-29","[9.9244761e-01 9.2561459e-06 2.7609584e-03 2.3864325e-06 6.3839771e-06
 1.0911652e-05 4.7624954e-03]","[9.9967486e-01 1.1413499e-04 3.9340852e-05 1.7161600e-04]","[9.9999946e-01 5.1802601e-07]","[4.54681306e-08 1.29843931e-04 3.08162451e-01 6.86684072e-01
 4.98614786e-03 3.73217663e-05 1.14586385e-07 2.10181139e-09
 3.53787312e-11]","147233",0,"White"
"10313","Middle Eastern","White","Male","20-29","[0.2407471  0.00098404 0.2084022  0.00270488 0.00274787 0.00871259
 0.5357013 ]","[0.7346891  0.00823098 0.00585743 0.2512225 ]","[9.9999982e-01 1.3806813e-07]","[6.6771878e-07 5.9324371e-05 2.5381094e-02 8.4040225e-01 1.3230579e-01
 1.8435033e-03 7.1558479e-06 2.0428833e-07 2.2463251e-09]","147269",0,"Medium"
"10314","White","White","Male","30-39","[9.9443340e-01 1.7661376e-05 1.3582554e-03 1.7832519e-05 6.2745872e-05
 4.3516960e-05 4.0665749e-03]","[9.9947810e-01 4.0823586e-05 4.1306260e-04 6.7963119e-05]","[9.9999964e-01 3.7073099e-07]","[2.0752647e-07 5.0707290e-06 2.8380210e-04 2.6422787e-01 7.0351118e-01
 3.1874020e-02 9.7155498e-05 6.6087830e-07 1.7670779e-08]","147289",0,"White"
"10315","White","White","Male","20-29","[8.7900078e-01 3.8155212e-04 8.8041626e-02 1.3932852e-04 2.6897222e-04
 7.8533526e-04 3.1382438e-02]","[9.9653876e-01 2.1346270e-03 3.0505410e-04 1.0215248e-03]","[9.9999774e-01 2.2242593e-06]","[1.9997110e-06 6.2140425e-05 1.4199994e-02 5.6534481e-01 3.8798523e-01
 3.1833060e-02 5.6539651e-04 7.3130659e-06 6.3722915e-08]","147306",0,"White"
"10316","White","White","Male","20-29","[5.5150527e-01 1.7874487e-02 1.0677365e-01 6.1530758e-05 2.5440141e-04
 3.5021121e-03 3.2002860e-01]","[0.7087521  0.27941397 0.00135932 0.01047454]","[9.9999386e-01 6.1635405e-06]","[9.9563999e-07 1.6766124e-04 5.7347957e-03 7.0809478e-01 2.8252381e-01
 3.4664394e-03 1.1366630e-05 1.1557178e-07 2.5162248e-09]","147311",0,"White"
"10317","Latino_Hispanic","White","Male","30-39","[1.9715966e-01 2.8784929e-02 7.0478427e-01 2.0078907e-04 8.2381826e-04
 1.8736433e-02 4.9510032e-02]","[0.6961673  0.20045891 0.00985606 0.09351771]","[9.999114e-01 8.858909e-05]","[4.8873415e-05 2.3448947e-04 3.4134116e-03 2.6281458e-01 6.3711882e-01
 9.4304927e-02 2.0313885e-03 3.3204691e-05 3.8003725e-07]","147312",0,"Medium"
"10318","Latino_Hispanic","Asian","Male","30-39","[0.1208127  0.00168938 0.7112412  0.06935638 0.08961979 0.00153098
 0.00574945]","[0.4327953  0.0052092  0.55793244 0.00406306]","[9.9999875e-01 1.2650203e-06]","[1.3749315e-05 3.8526759e-05 1.7842853e-03 1.6388929e-01 6.5275657e-01
 1.7220265e-01 9.0829208e-03 2.3070964e-04 1.4219328e-06]","147368",0,"White"
"10319","White","White","Male","20-29","[7.9858530e-01 4.1851669e-04 1.1613826e-01 1.8215177e-04 6.9881784e-04
 3.4364095e-04 8.3633378e-02]","[0.99337745 0.00265273 0.00196182 0.00200791]","[9.9999976e-01 2.5071296e-07]","[1.38814471e-07 3.29381437e-05 1.76327080e-02 7.83404529e-01
 1.95290372e-01 3.62659665e-03 1.25808165e-05 1.39629961e-07
 1.65276781e-09]","147436",0,"White"
"10320","Middle Eastern","Black","Male","30-39","[3.4823127e-02 7.4751065e-03 2.9923239e-01 1.3244085e-04 6.0708291e-04
 1.8291915e-02 6.3943791e-01]","[0.30595717 0.44042993 0.01061855 0.24299438]","[9.9999434e-01 5.6668659e-06]","[1.54723466e-06 1.06770085e-05 2.08279863e-03 2.26402074e-01
 6.46793604e-01 1.20541975e-01 4.09335503e-03 7.28201412e-05
 1.12501584e-06]","147465",0,"Medium"
"10321","Middle Eastern","White","Male","20-29","[3.9477879e-03 3.3774591e-05 2.1296765e-03 6.9113826e-06 2.5683381e-05
 1.4333626e-04 9.9371278e-01]","[0.9841483  0.00183547 0.00456004 0.00945619]","[9.9998081e-01 1.9156747e-05]","[4.4863623e-06 2.9790317e-04 1.2756343e-02 5.6520760e-01 4.0409839e-01
 1.7519794e-02 1.1354896e-04 1.8723299e-06 4.4527777e-08]","147467",0,"White"
"10322","White","White","Male","20-29","[7.7311379e-01 1.5350069e-04 4.9971644e-02 6.6493312e-04 1.1661297e-03
 4.0025811e-04 1.7452975e-01]","[9.9389160e-01 4.8225687e-04 7.3993515e-04 4.8861923e-03]","[9.9998432e-01 1.5678781e-05]","[2.84630008e-08 2.60892466e-06 1.11197010e-02 8.66275966e-01
 1.21370666e-01 1.22592924e-03 5.02644343e-06 8.16418364e-08
 1.25611588e-09]","147593",0,"White"
"10323","White","White","Male","30-39","[9.99659538e-01 1.19609672e-06 1.16280266e-04 2.82743645e-06
 8.20682180e-06 2.67643463e-06 2.09309481e-04]","[9.9992931e-01 1.0344036e-05 4.1131676e-05 1.9191246e-05]","[9.9997926e-01 2.0727477e-05]","[9.6547296e-07 1.4307081e-05 9.5790846e-04 3.2519874e-01 6.1813706e-01
 5.4904081e-02 7.7236822e-04 1.3944918e-05 6.4792641e-07]","147663",0,"White"
"10324","Latino_Hispanic","White","Male","30-39","[1.2721375e-01 1.0185405e-02 5.3604919e-01 4.1325099e-04 2.8518003e-03
 2.2079952e-02 3.0120665e-01]","[0.79848075 0.08825638 0.0195379  0.093725  ]","[9.9999869e-01 1.3097238e-06]","[5.37391827e-07 1.92548919e-06 2.68740638e-04 1.70183718e-01
 7.14212477e-01 1.13581225e-01 1.72477565e-03 2.62263038e-05
 4.13399931e-07]","147700",0,"White"
"10325","Black","Black","Male","20-29","[2.1361195e-07 9.9999303e-01 4.6760811e-06 1.3798590e-09 3.7148709e-08
 1.5734088e-06 5.3973514e-07]","[1.9017767e-07 9.9999601e-01 4.9718892e-07 3.3523606e-06]","[9.999993e-01 6.642219e-07]","[6.6395192e-09 8.0324696e-07 1.5115759e-03 5.5127788e-01 4.3077031e-01
 1.6374901e-02 6.4046995e-05 4.8870487e-07 1.2575523e-08]","147745",1,"Black"
"10326","White","White","Male","20-29","[8.7321234e-01 6.4375425e-05 7.5070508e-02 1.3038567e-04 4.2276652e-04
 1.6665139e-03 4.9433034e-02]","[9.9639434e-01 9.2565647e-04 6.7833310e-04 2.0016644e-03]","[9.999897e-01 1.029523e-05]","[1.90104493e-05 1.10794127e-03 1.98118128e-02 6.35218203e-01
 3.32229942e-01 1.14966938e-02 1.14822906e-04 1.52528173e-06
 3.72991380e-08]","147775",0,"White"
"10327","White","White","Male","20-29","[9.9121553e-01 4.8354050e-06 5.7679983e-03 2.1427149e-05 2.7673172e-05
 1.7063867e-04 2.7918795e-03]","[9.9988639e-01 3.1669667e-06 5.3868221e-06 1.0500143e-04]","[9.9989372e-01 1.0628281e-04]","[2.0653099e-06 3.1852695e-05 9.8422412e-03 6.2566692e-01 3.4505352e-01
 1.9262169e-02 1.3907273e-04 2.0809289e-06 3.7919463e-08]","147776",0,"White"
"10328","Black","Black","Male","30-39","[1.73130201e-03 9.54470396e-01 1.79787762e-02 5.16158207e-06
 1.08871085e-04 1.96922552e-02 6.01318805e-03]","[3.1627173e-04 9.5746940e-01 8.5731910e-05 4.2128593e-02]","[9.9999940e-01 5.3174375e-07]","[3.9638898e-08 1.0773382e-06 3.0303455e-04 2.2602421e-01 7.1403140e-01
 5.9162457e-02 4.7527085e-04 2.5193340e-06 3.1046625e-08]","147887",1,"Black"
"10329","White","White","Male","20-29","[9.0341741e-01 1.6683650e-04 6.7423498e-03 4.6815378e-05 1.3809583e-04
 3.5640576e-05 8.9452937e-02]","[9.9944288e-01 3.3299398e-04 1.7499604e-04 4.9141254e-05]","[9.9999976e-01 2.6673331e-07]","[6.9697307e-07 5.2626699e-05 1.3612316e-02 7.9614711e-01 1.8738006e-01
 2.7959722e-03 1.1051984e-05 2.3578598e-07 3.6227545e-09]","148076",0,"White"
"10330","White","White","Male","20-29","[8.9170223e-01 1.0924383e-05 1.8999279e-02 1.4253494e-03 9.7748428e-04
 4.4297188e-04 8.6441733e-02]","[9.9938667e-01 5.7380207e-06 4.9606309e-04 1.1154509e-04]","[0.99707544 0.00292457]","[2.1615729e-07 5.0900335e-06 2.2059702e-03 5.0547910e-01 4.8435628e-01
 7.9329666e-03 2.0125352e-05 2.0465691e-07 5.2629043e-09]","148161",0,"White"
"10331","White","White","Male","20-29","[9.7698730e-01 1.5416099e-05 1.5400060e-03 2.0625231e-04 1.2992564e-04
 9.7604752e-06 2.1111330e-02]","[9.9861157e-01 1.4140923e-04 1.1812197e-03 6.5802153e-05]","[9.9999750e-01 2.5016784e-06]","[9.6514543e-07 3.8268707e-05 5.8373366e-03 6.9753349e-01 2.9233646e-01
 4.2288243e-03 2.4345611e-05 4.1330892e-07 7.0500255e-09]","148167",0,"White"
"10332","Middle Eastern","White","Male","30-39","[1.4094892e-01 4.3706719e-02 2.8104430e-01 1.0730319e-05 8.5219501e-05
 1.6739395e-02 5.1746476e-01]","[8.3909214e-01 1.4562389e-01 1.9302149e-04 1.5090911e-02]","[9.9999958e-01 4.2757162e-07]","[9.8436130e-06 4.0026480e-05 1.7377463e-03 3.6983973e-01 5.7533318e-01
 5.2357793e-02 6.6876411e-04 1.2813324e-05 1.6894710e-07]","148191",0,"Medium"
"10333","White","White","Male","20-29","[8.1282151e-01 1.5972726e-04 1.1096824e-02 5.3576478e-05 8.5193446e-05
 1.3531544e-04 1.7564781e-01]","[9.9944586e-01 2.9022119e-04 2.9508115e-05 2.3441935e-04]","[9.999837e-01 1.626424e-05]","[2.3624257e-06 6.6532033e-05 3.9436775e-03 6.8161136e-01 3.0901685e-01
 5.3278529e-03 3.0798725e-05 4.9283688e-07 1.7936351e-08]","148199",0,"White"
"10334","White","White","Male","20-29","[6.6740686e-01 6.1533565e-04 2.8631223e-02 1.9209567e-06 1.4476991e-05
 1.3783916e-04 3.0319232e-01]","[9.8167711e-01 1.5613532e-02 1.5209231e-04 2.5572812e-03]","[9.9999493e-01 5.0591361e-06]","[5.0887786e-07 5.7835194e-05 6.2203701e-03 5.2578092e-01 4.4025639e-01
 2.7442554e-02 2.3818202e-04 3.2199757e-06 4.2007049e-08]","148256",0,"White"
"10335","Middle Eastern","White","Male","30-39","[1.6321093e-01 3.3526255e-03 1.4011808e-01 1.2354449e-04 6.3018966e-04
 5.8720872e-04 6.9197750e-01]","[0.97559226 0.00756153 0.01236416 0.00448206]","[9.9999976e-01 2.7247924e-07]","[2.84006910e-06 5.28968412e-05 3.18326242e-03 3.36765707e-01
 6.13362610e-01 4.62359972e-02 3.87667998e-04 8.91721993e-06
 1.06499286e-07]","148263",0,"White"
"10336","White","White","Male","30-39","[9.3820888e-01 4.0440704e-04 1.7871888e-02 4.7304722e-05 1.6540446e-04
 7.2965771e-04 4.2572461e-02]","[9.9900436e-01 2.5029742e-04 1.4149405e-04 6.0387573e-04]","[9.9995607e-01 4.3917928e-05]","[2.4153858e-06 3.0129992e-05 2.3710015e-03 4.8668498e-01 4.8764798e-01
 2.3083976e-02 1.7534279e-04 3.9595006e-06 1.5005391e-07]","148283",0,"White"
